COHORT_TYPE,NUM_TARGETED_PLAYERS,REDEMPTION_RATE,RESPONDING_USERS,ADT_PER_PLAYER,AVG_DAYS_PLAYED_PER_WEEK,AVG_TOTAL_THEO_PER_PLAYER_WEEK,TOTAL_THEO_EXPECTED,AVG_OFFER_AMOUNT,CASH_CONVERSION_FACTOR,INCREMENTAL_LIFT_DAYS,NUM_PLAYERS_INCREASING_DAYS,LIFT_IN_DAYS_PLAYED,INCREMENTAL_LIFT_TOTAL_THEO,REDEEMED_OFFER_AMOUNT_COST,LIFT_NET_THEO,ROI_PCT
Active Players (JDB_ACTIVE),751,0.3,225,87.89,2.13,187.16,42167,23.64,0.55,1,225,225,19801,2929,16872,5.76
